dim_product_eurocategory_desc,dim_period_year_desc,dim_market_channel_desc,dim_product_super_group_desc,dim_roi_range_desc,value,baseline_value,trade_spend_total,trade_spend_incl_cogs,number_of_tpr_weeks,number_of_display_weeks,number_of_feature_weeks,number_of_event_weeks,mfr_roi_value,trade_direct_promo_spend,number_of_weeks,number_of_records,PPI,BP,FEDI,DISO,FEAO
TEA SOFT DRINKS,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,182747294,179400720.3,1279387.955,1279387.955,0,0,0,0,0,0,1316729,24244,-2.381572287,-1.476979364,0.381290512,0.231697965,0.204272154
TEA SOFT DRINKS,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,24362161.68,18416857.58,9667532.626,3298580.836,60651,10762,11008,61419,-1421080.536,6368951.79,61419,27716,-2.381572287,-1.476979364,0.381290512,0.231697965,0.204272154
TEA SOFT DRINKS,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,253936.727,351110.896,26010.71629,-16916.49475,916,163,143,1106,-68301.95316,42927.21104,1106,976,-2.381572287,-1.476979364,0.381290512,0.231697965,0.204272154
TEA SOFT DRINKS,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,36489807.99,13188547.92,20094683.25,9171399.05,61598,17019,17254,62578,2833814.371,10923284.2,62578,29397,-2.381572287,-1.476979364,0.381290512,0.231697965,0.204272154
TEA SOFT DRINKS,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,187877853.2,183232128.6,1697202.481,1697202.481,0,0,0,0,0,0,1296840,22973,-2.381572287,-1.476979364,0.381290512,0.231697965,0.204272154
TEA SOFT DRINKS,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,27805026.66,20683644.07,11653454.37,4016348.516,60135,10264,10786,60892,-1612583.078,7637105.852,60892,25824,-2.381572287,-1.476979364,0.381290512,0.231697965,0.204272154
TEA SOFT DRINKS,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,355644.501,498301.658,25660.20819,-26374.77264,944,181,117,1126,-91597.13979,52034.98083,1126,927,-2.381572287,-1.476979364,0.381290512,0.231697965,0.204272154
TEA SOFT DRINKS,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,39848716.13,14534199.08,22925392.29,10277288.52,58684,16115,16367,59582,2767828.995,12648103.78,59582,27348,-2.381572287,-1.476979364,0.381290512,0.231697965,0.204272154
TEQUILA,2013,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,,1625099.849,1616486.884,4665.907113,4665.907113,0,0,0,0,0,0,23504,233,-1.592276477,-1.404249577,0.71868242,0.631714233,0.162547284
TEQUILA,2013,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,0-1,82154.875,71651.895,19633.52624,5637.100109,272,7,22,275,-5540.775966,13996.42613,275,138,-1.592276477,-1.404249577,0.71868242,0.631714233,0.162547284
TEQUILA,2013,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,<0,94.511,168.982,2.9772174,-15.6232778,3,0,0,3,-42.0354119,18.6004952,3,3,-1.592276477,-1.404249577,0.71868242,0.631714233,0.162547284
TEQUILA,2013,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,>1,68901.505,37283.384,24053.4506,11260.24624,356,11,35,358,4097.165009,12793.20435,358,172,-1.592276477,-1.404249577,0.71868242,0.631714233,0.162547284
TEQUILA,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,,1873454.264,1862808.928,5817.086317,5817.086317,0,0,0,0,0,0,25569,283,-1.592276477,-1.404249577,0.71868242,0.631714233,0.162547284
TEQUILA,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,0-1,123528.612,103899.309,29554.39881,9365.036083,352,9,20,354,-6141.808604,20189.36273,354,143,-1.592276477,-1.404249577,0.71868242,0.631714233,0.162547284
TEQUILA,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,<0,280.34,419.242,35.28125874,-24.36339126,5,0,0,5,-96.18973689,59.64465,5,5,-1.592276477,-1.404249577,0.71868242,0.631714233,0.162547284
TEQUILA,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,>1,66428.754,38257.505,20800.33576,9844.765356,402,7,55,407,3811.577633,10955.5704,407,182,-1.592276477,-1.404249577,0.71868242,0.631714233,0.162547284
TEQUILA,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,,2189840.1,2174069.317,7950.882569,7950.882569,0,0,0,0,0,0,28110,287,-1.592276477,-1.404249577,0.71868242,0.631714233,0.162547284
TEQUILA,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,0-1,120598.937,98249.582,30254.1099,10168.46597,403,18,22,404,-4832.94499,20085.64394,404,167,-1.592276477,-1.404249577,0.71868242,0.631714233,0.162547284
TEQUILA,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,<0,223.275,287.905,22.0193561,-10.1429939,4,0,0,4,-47.37684085,32.16235,4,4,-1.592276477,-1.404249577,0.71868242,0.631714233,0.162547284
TEQUILA,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,>1,111820.105,61107.098,36037.19535,17309.05994,557,24,64,558,7235.454497,18728.13541,558,214,-1.592276477,-1.404249577,0.71868242,0.631714233,0.162547284
TOILET CLEANERS,2013,Hyper+Super Markets,HOMECARE,,45004014.72,44631667.84,227596.1132,227596.1132,0,0,0,0,0,0,658894,12326,-2.452127332,-1.748267217,0.530901337,0.338938413,0.182992387
TOILET CLEANERS,2013,Hyper+Super Markets,HOMECARE,0-1,8443827.65,6411965.728,3294578.215,1128224.627,33519,3646,7068,33810,-474016.6465,2166353.588,33810,14994,-2.452127332,-1.748267217,0.530901337,0.338938413,0.182992387
TOILET CLEANERS,2013,Hyper+Super Markets,HOMECARE,<0,46388.903,59982.647,4550.987696,-2066.796214,323,30,52,374,-9717.978231,6617.78391,374,365,-2.452127332,-1.748267217,0.530901337,0.338938413,0.182992387
TOILET CLEANERS,2013,Hyper+Super Markets,HOMECARE,>1,11006951.34,4619578.875,5424745.096,2474468.352,34945,6144,9665,35277,761425.7856,2950276.743,35277,16583,-2.452127332,-1.748267217,0.530901337,0.338938413,0.182992387
TOILET CLEANERS,2014,Hyper+Super Markets,HOMECARE,,42989466.51,42630028.05,223438.5923,223438.5923,0,0,0,0,0,0,662651,11754,-2.452127332,-1.748267217,0.530901337,0.338938413,0.182992387
TOILET CLEANERS,2014,Hyper+Super Markets,HOMECARE,0-1,10956891.01,8131889.128,4608406.603,1590332.397,39738,4645,8993,40082,-632575.6104,3018074.206,40082,16210,-2.452127332,-1.748267217,0.530901337,0.338938413,0.182992387
TOILET CLEANERS,2014,Hyper+Super Markets,HOMECARE,<0,49298.505,66334.779,5984.268838,-2671.080875,344,67,82,428,-12661.97103,8655.349713,428,417,-2.452127332,-1.748267217,0.530901337,0.338938413,0.182992387
TOILET CLEANERS,2014,Hyper+Super Markets,HOMECARE,>1,11400842.44,4786975.605,5871821.528,2633113.426,37493,7266,10773,37919,710962.0369,3238708.102,37919,17226,-2.452127332,-1.748267217,0.530901337,0.338938413,0.182992387
TOILET CLEANERS,2015,Hyper+Super Markets,HOMECARE,,43769536.49,43099426.68,313248.9415,313248.9415,0,0,0,0,0,0,687482,13061,-2.452127332,-1.748267217,0.530901337,0.338938413,0.182992387
TOILET CLEANERS,2015,Hyper+Super Markets,HOMECARE,0-1,10741072.27,7972049.79,4494660.597,1557514.327,41514,4396,9397,41912,-600874.7798,2937146.27,41912,16539,-2.452127332,-1.748267217,0.530901337,0.338938413,0.182992387
TOILET CLEANERS,2015,Hyper+Super Markets,HOMECARE,<0,49263.224,65182.814,4945.127484,-2665.107585,340,63,51,418,-11607.89645,7610.235069,418,406,-2.452127332,-1.748267217,0.530901337,0.338938413,0.182992387
TOILET CLEANERS,2015,Hyper+Super Markets,HOMECARE,>1,12235510.86,5148785.119,6261116.104,2817781.453,41832,8077,12149,42325,783337.5287,3443334.651,42325,18771,-2.452127332,-1.748267217,0.530901337,0.338938413,0.182992387
TOILET PAPER,2013,Hyper+Super Markets,PAPER PROD.,,292020883,284441283.9,2884008.943,2884008.943,0,0,0,0,0,0,553857,13165,-3.712158134,-2.646981235,0.481245591,0.299939709,0.249046723
TOILET PAPER,2013,Hyper+Super Markets,PAPER PROD.,0-1,29643479.05,20538055.94,14775515.59,5207913.076,17825,3364,3261,18168,-1755732.904,9567602.519,18168,9442,-3.712158134,-2.646981235,0.481245591,0.299939709,0.249046723
TOILET PAPER,2013,Hyper+Super Markets,PAPER PROD.,<0,551675.775,945623.545,10989.2288,-77993.48255,510,71,51,581,-205972.9352,88982.71135,581,369,-3.712158134,-2.646981235,0.481245591,0.299939709,0.249046723
TOILET PAPER,2013,Hyper+Super Markets,PAPER PROD.,>1,104715979.6,27960339.88,66042422.27,30461718.3,37180,12607,12697,37591,10111873.49,35580703.97,37591,18857,-3.712158134,-2.646981235,0.481245591,0.299939709,0.249046723
TOILET PAPER,2014,Hyper+Super Markets,PAPER PROD.,,292924686.4,285052829.3,2956707.516,2956707.516,0,0,0,0,0,0,557744,13270,-3.712158134,-2.646981235,0.481245591,0.299939709,0.249046723
TOILET PAPER,2014,Hyper+Super Markets,PAPER PROD.,0-1,30390251.74,21500568.78,14543930.28,5080924.14,18621,3017,2784,18874,-1841619.927,9463006.137,18874,9396,-3.712158134,-2.646981235,0.481245591,0.299939709,0.249046723
TOILET PAPER,2014,Hyper+Super Markets,PAPER PROD.,<0,541217.821,935346.296,14537.15953,-78500.62218,435,103,66,526,-210788.715,93037.78171,526,359,-3.712158134,-2.646981235,0.481245591,0.299939709,0.249046723
TOILET PAPER,2014,Hyper+Super Markets,PAPER PROD.,>1,104961043.7,28471699.48,64910490.61,30081205.45,36885,11903,11828,37292,10292523.03,34829285.15,37292,18248,-3.712158134,-2.646981235,0.481245591,0.299939709,0.249046723
TOILET PAPER,2015,Hyper+Super Markets,PAPER PROD.,,295149844.4,286227520.2,3281042.877,3281042.877,0,0,0,0,0,0,565134,14413,-3.712158134,-2.646981235,0.481245591,0.299939709,0.249046723
TOILET PAPER,2015,Hyper+Super Markets,PAPER PROD.,0-1,29259797.65,21382803.92,13107137.86,4513435.951,18875,2759,2648,19108,-1823547.983,8593701.911,19108,9255,-3.712158134,-2.646981235,0.481245591,0.299939709,0.249046723
TOILET PAPER,2015,Hyper+Super Markets,PAPER PROD.,<0,477098.736,838486.675,14214.86217,-71286.1856,460,74,65,525,-192430.3262,85501.04777,525,358,-3.712158134,-2.646981235,0.481245591,0.299939709,0.249046723
TOILET PAPER,2015,Hyper+Super Markets,PAPER PROD.,>1,100915944.3,27376508.6,62224966.13,28873779.21,37051,11674,11585,37522,9959481.906,33351186.91,37522,18736,-3.712158134,-2.646981235,0.481245591,0.299939709,0.249046723
TOILET SOAP,2013,Hyper+Super Markets,HBA,,92439060.95,90323141.87,769916.9035,769916.9035,0,0,0,0,0,0,2064984,35966,-2.456969791,-1.670619353,0.463977166,0.323569439,0.25915203
TOILET SOAP,2013,Hyper+Super Markets,HBA,0-1,8449491.573,6078078.484,3868956.768,1357896.775,56018,6817,9423,57042,-474214.8308,2511059.993,57042,29721,-2.456969791,-1.670619353,0.463977166,0.323569439,0.25915203
TOILET SOAP,2013,Hyper+Super Markets,HBA,<0,90862.437,149344.786,1664.418365,-12154.93768,756,107,97,881,-32051.76256,13819.35604,881,813,-2.456969791,-1.670619353,0.463977166,0.323569439,0.25915203
TOILET SOAP,2013,Hyper+Super Markets,HBA,>1,20458710.42,7097332.978,11068561.62,5152255.012,87095,18317,23093,88497,1812075.907,5916306.612,88497,45841,-2.456969791,-1.670619353,0.463977166,0.323569439,0.25915203
TOILET SOAP,2014,Hyper+Super Markets,HBA,,89448583.94,87464910.83,745892.1538,745892.1538,0,0,0,0,0,0,2118079,38021,-2.456969791,-1.670619353,0.463977166,0.323569439,0.25915203
TOILET SOAP,2014,Hyper+Super Markets,HBA,0-1,9178801.833,6836574.847,3829370.364,1327816.682,66201,7752,9616,67145,-509828.6583,2501553.682,67145,33722,-2.456969791,-1.670619353,0.463977166,0.323569439,0.25915203
TOILET SOAP,2014,Hyper+Super Markets,HBA,<0,113688.085,182130.625,2913.546128,-13825.66416,943,153,102,1107,-37477.70652,16739.21028,1107,1031,-2.456969791,-1.670619353,0.463977166,0.323569439,0.25915203
TOILET SOAP,2014,Hyper+Super Markets,HBA,>1,20886355.18,7383512.321,11214090.96,5211359.49,93070,19381,23330,94414,1814307.769,6002731.466,94414,48014,-2.456969791,-1.670619353,0.463977166,0.323569439,0.25915203
TOILET SOAP,2015,Hyper+Super Markets,HBA,,89931486.91,87614424.49,837941.2968,837941.2968,0,0,0,0,0,0,2176576,40997,-2.456969791,-1.670619353,0.463977166,0.323569439,0.25915203
TOILET SOAP,2015,Hyper+Super Markets,HBA,0-1,8787918.213,6641633.441,3491116.524,1203756.97,64919,7325,8723,65879,-481724.0987,2287359.554,65879,32203,-2.456969791,-1.670619353,0.463977166,0.323569439,0.25915203
TOILET SOAP,2015,Hyper+Super Markets,HBA,<0,91210.738,133292.119,6625.502582,-7676.304777,810,152,105,984,-25816.26453,14301.80736,984,930,-2.456969791,-1.670619353,0.463977166,0.323569439,0.25915203
TOILET SOAP,2015,Hyper+Super Markets,HBA,>1,18826230.7,6700959.525,10254063.78,4729920.199,91237,18991,21885,92820,1570736.715,5524143.583,92820,47029,-2.456969791,-1.670619353,0.463977166,0.323569439,0.25915203
TOMATO CONCENTRATES,2013,Hyper+Super Markets,FOOD - AMBIENT,,16725495.53,16774169.19,15485.40071,15485.40071,0,0,0,0,0,0,110156,1313,-1.261068373,-0.915243856,0.322443359,0.509117761,0.289548896
TOMATO CONCENTRATES,2013,Hyper+Super Markets,FOOD - AMBIENT,0-1,700813.467,610796.002,185781.4366,55828.6823,3144,46,277,3152,-46209.73086,129952.7543,3152,1190,-1.261068373,-0.915243856,0.322443359,0.509117761,0.289548896
TOMATO CONCENTRATES,2013,Hyper+Super Markets,FOOD - AMBIENT,<0,901.589,1067.4,130.171074,-18.99297348,10,1,4,14,-177.6535077,149.1640475,14,14,-1.261068373,-0.915243856,0.322443359,0.509117761,0.289548896
TOMATO CONCENTRATES,2013,Hyper+Super Markets,FOOD - AMBIENT,>1,695727.383,348365.708,288467.7588,131814.5369,2070,83,304,2080,41068.58357,156653.2218,2080,1033,-1.261068373,-0.915243856,0.322443359,0.509117761,0.289548896
TOMATO CONCENTRATES,2014,Hyper+Super Markets,FOOD - AMBIENT,,17321610.34,17385650.26,13643.08264,13643.08264,0,0,0,0,0,0,110368,1375,-1.261068373,-0.915243856,0.322443359,0.509117761,0.289548896
TOMATO CONCENTRATES,2014,Hyper+Super Markets,FOOD - AMBIENT,0-1,937781.887,827622.533,241167.5339,70828.66907,3619,38,227,3627,-64095.86126,170338.8649,3627,1182,-1.261068373,-0.915243856,0.322443359,0.509117761,0.289548896
TOMATO CONCENTRATES,2014,Hyper+Super Markets,FOOD - AMBIENT,<0,883.355,1042.056,96.07495987,-18.97704328,10,0,1,11,-143.5175681,115.0520032,11,11,-1.261068373,-0.915243856,0.322443359,0.509117761,0.289548896
TOMATO CONCENTRATES,2014,Hyper+Super Markets,FOOD - AMBIENT,>1,665895.06,354926.108,251042.7088,115744.0944,1886,60,193,1898,38317.52727,135298.6144,1898,880,-1.261068373,-0.915243856,0.322443359,0.509117761,0.289548896
TOMATO CONCENTRATES,2015,Hyper+Super Markets,FOOD - AMBIENT,,16694873.08,16757548.85,15864.38215,15864.38215,0,0,0,0,0,0,114590,1466,-1.261068373,-0.915243856,0.322443359,0.509117761,0.289548896
TOMATO CONCENTRATES,2015,Hyper+Super Markets,FOOD - AMBIENT,0-1,1036911.536,921038.82,278648.6385,77933.38991,3910,66,209,3917,-83815.16367,200715.2485,3917,1292,-1.261068373,-0.915243856,0.322443359,0.509117761,0.289548896
TOMATO CONCENTRATES,2015,Hyper+Super Markets,FOOD - AMBIENT,<0,1853.653,2121.524,235.4612225,-23.43009812,7,1,3,10,-294.0364678,258.8913207,10,10,-1.261068373,-0.915243856,0.322443359,0.509117761,0.289548896
TOMATO CONCENTRATES,2015,Hyper+Super Markets,FOOD - AMBIENT,>1,693645.455,360974.41,267679.739,123387.5161,2120,63,260,2128,40789.05126,144292.2229,2128,1009,-1.261068373,-0.915243856,0.322443359,0.509117761,0.289548896
TOMATOES AMBIENT,2013,Hyper+Super Markets,FOOD - AMBIENT,,221975811.7,220354351.5,1121259.036,1121259.036,0,0,0,0,0,0,1313581,27544,-4.236399932,-2.776874995,0.574403629,0.334812255,0.287874721
TOMATOES AMBIENT,2013,Hyper+Super Markets,FOOD - AMBIENT,0-1,26797178.61,15194098.14,18284399.27,6728368.219,42195,7149,7230,42849,-1463478.723,11556031.05,42849,21492,-4.236399932,-2.776874995,0.574403629,0.334812255,0.287874721
TOMATOES AMBIENT,2013,Hyper+Super Markets,FOOD - AMBIENT,<0,303941.995,426360.686,26166.87123,-20799.68604,371,79,55,451,-78166.08633,46966.55727,451,420,-4.236399932,-2.776874995,0.574403629,0.334812255,0.287874721
TOMATOES AMBIENT,2013,Hyper+Super Markets,FOOD - AMBIENT,>1,110920380.9,24400475.85,78653643.89,35634290.29,82328,27682,26436,83380,10432081.84,43019353.6,83380,41123,-4.236399932,-2.776874995,0.574403629,0.334812255,0.287874721
TOMATOES AMBIENT,2014,Hyper+Super Markets,FOOD - AMBIENT,,228339940.2,226920461.9,1136901.161,1136901.161,0,0,0,0,0,0,1332646,27902,-4.236399932,-2.776874995,0.574403629,0.334812255,0.287874721
TOMATOES AMBIENT,2014,Hyper+Super Markets,FOOD - AMBIENT,0-1,29423468.22,17963215.5,18422537.47,6678770.088,48535,6822,6644,49179,-1725612.246,11743767.38,49179,23016,-4.236399932,-2.776874995,0.574403629,0.334812255,0.287874721
TOMATOES AMBIENT,2014,Hyper+Super Markets,FOOD - AMBIENT,<0,289294.708,526179.213,-4226.580117,-50987.77946,333,90,86,438,-123242.8685,46761.19934,438,400,-4.236399932,-2.776874995,0.574403629,0.334812255,0.287874721
TOMATOES AMBIENT,2014,Hyper+Super Markets,FOOD - AMBIENT,>1,120129244.9,26809200.84,83015540.11,37905834.45,86122,26699,25872,87209,11749046.01,45109705.66,87209,41941,-4.236399932,-2.776874995,0.574403629,0.334812255,0.287874721
TOMATOES AMBIENT,2015,Hyper+Super Markets,FOOD - AMBIENT,,225232099.4,223849660,1208839.331,1208839.331,0,0,0,0,0,0,1368941,30193,-4.236399932,-2.776874995,0.574403629,0.334812255,0.287874721
TOMATOES AMBIENT,2015,Hyper+Super Markets,FOOD - AMBIENT,0-1,28054445.25,17838148.69,16233192.27,5870615.295,51031,6489,6335,51633,-1556654.037,10362576.98,51633,23789,-4.236399932,-2.776874995,0.574403629,0.334812255,0.287874721
TOMATOES AMBIENT,2015,Hyper+Super Markets,FOOD - AMBIENT,<0,257811.546,388929.456,16664.7661,-25012.25927,353,81,59,430,-79195.41427,41677.02537,430,401,-4.236399932,-2.776874995,0.574403629,0.334812255,0.287874721
TOMATOES AMBIENT,2015,Hyper+Super Markets,FOOD - AMBIENT,>1,118264528.3,26942034.2,80894406.63,36995779.84,91208,27137,26522,92546,11595042.98,43898626.79,92546,44567,-4.236399932,-2.776874995,0.574403629,0.334812255,0.287874721
TOOTH WHITENERS,2013,Hyper+Super Markets,HBA,,634149.926,632019.688,1658.300535,1658.300535,0,0,0,0,0,0,21477,332,-1.043985147,-0.659851398,0,0.130075513,0.140709481
TOOTH WHITENERS,2013,Hyper+Super Markets,HBA,0-1,33537.756,26836.794,13934.33293,4574.832204,448,17,31,451,-2497.252419,9359.500725,451,254,-1.043985147,-0.659851398,0,0.130075513,0.140709481
TOOTH WHITENERS,2013,Hyper+Super Markets,HBA,<0,267.84,447.232,42.10698784,-28.19201216,6,0,0,6,-112.5870182,70.299,6,6,-1.043985147,-0.659851398,0,0.130075513,0.140709481
TOOTH WHITENERS,2013,Hyper+Super Markets,HBA,>1,37607.441,19289.675,14239.16161,6673.942886,476,26,52,489,2445.695603,7565.218726,489,272,-1.043985147,-0.659851398,0,0.130075513,0.140709481
TOOTH WHITENERS,2014,Hyper+Super Markets,HBA,,373537.914,371583.502,1336.897299,1336.897299,0,0,0,0,0,0,16708,265,-1.043985147,-0.659851398,0,0.130075513,0.140709481
TOOTH WHITENERS,2014,Hyper+Super Markets,HBA,0-1,17996.11,14700.14,5832.544709,1934.421918,285,26,13,289,-996.4899142,3898.122791,289,175,-1.043985147,-0.659851398,0,0.130075513,0.140709481
TOOTH WHITENERS,2014,Hyper+Super Markets,HBA,<0,23.3,40.791,-0.45203824,-3.95608824,3,0,0,3,-9.43818236,3.50405,3,3,-1.043985147,-0.659851398,0,0.130075513,0.140709481
TOOTH WHITENERS,2014,Hyper+Super Markets,HBA,>1,25222.326,13319.369,9400.379241,4424.014401,370,40,23,374,1659.656761,4976.36484,374,203,-1.043985147,-0.659851398,0,0.130075513,0.140709481
TOOTH WHITENERS,2015,Hyper+Super Markets,HBA,,254486.164,249608.209,1811.304167,1811.304167,0,0,0,0,0,0,13332,207,-1.043985147,-0.659851398,0,0.130075513,0.140709481
TOOTH WHITENERS,2015,Hyper+Super Markets,HBA,0-1,11301.14,9105.675,4056.369773,1336.999694,225,12,10,227,-713.8705381,2719.370079,227,139,-1.043985147,-0.659851398,0,0.130075513,0.140709481
TOOTH WHITENERS,2015,Hyper+Super Markets,HBA,<0,236.144,262.298,15.75797812,-2.13316688,2,0,0,2,-21.09089532,17.891145,2,2,-1.043985147,-0.659851398,0,0.130075513,0.140709481
TOOTH WHITENERS,2015,Hyper+Super Markets,HBA,>1,13305.795,6977.967,5035.561713,2372.67427,227,9,6,229,896.1239611,2662.887443,229,127,-1.043985147,-0.659851398,0,0.130075513,0.140709481
TOOTHPASTE,2013,Hyper+Super Markets,HBA,,166391256.1,170352933.6,-504623.6794,-504623.6794,0,0,0,0,0,0,1931958,35639,-2.474004629,-1.727454427,0.523861334,0.287306459,0.264414365
TOOTHPASTE,2013,Hyper+Super Markets,HBA,0-1,18737765.25,13280094.43,8857133.063,3134637.121,76534,10381,14091,78016,-1020540.26,5722495.941,78016,35254,-2.474004629,-1.727454427,0.523861334,0.287306459,0.264414365
TOOTHPASTE,2013,Hyper+Super Markets,HBA,<0,333571.364,607546.308,6081.256395,-55974.89703,1350,277,187,1646,-146018.499,62056.15342,1646,1558,-2.474004629,-1.727454427,0.523861334,0.287306459,0.264414365
TOOTHPASTE,2013,Hyper+Super Markets,HBA,>1,50180572.4,17542771.72,27924071.29,12851783.28,111240,23965,34757,112854,4205386.915,15072288.01,112854,53225,-2.474004629,-1.727454427,0.523861334,0.287306459,0.264414365
TOOTHPASTE,2014,Hyper+Super Markets,HBA,,167636185.1,170366798.2,-149445.3207,-149445.3207,0,0,0,0,0,0,2060393,38091,-2.474004629,-1.727454427,0.523861334,0.287306459,0.264414365
TOOTHPASTE,2014,Hyper+Super Markets,HBA,0-1,19823389.74,14751381.08,8431258.726,2927686.361,88793,9968,13735,90149,-1112042.822,5503572.364,90149,37453,-2.474004629,-1.727454427,0.523861334,0.287306459,0.264414365
TOOTHPASTE,2014,Hyper+Super Markets,HBA,<0,330060.426,560460.475,7900.788324,-46894.33957,1342,318,194,1689,-125136.6373,54795.1279,1689,1604,-2.474004629,-1.727454427,0.523861334,0.287306459,0.264414365
TOOTHPASTE,2014,Hyper+Super Markets,HBA,>1,51821978.53,18792746.39,27850960.81,12870541.07,124674,24834,35411,126356,4325391.865,14980419.74,126356,56884,-2.474004629,-1.727454427,0.523861334,0.287306459,0.264414365
TOOTHPASTE,2015,Hyper+Super Markets,HBA,,171493954,171364510.2,592381.8874,592381.8874,0,0,0,0,0,0,2271406,43359,-2.474004629,-1.727454427,0.523861334,0.287306459,0.264414365
TOOTHPASTE,2015,Hyper+Super Markets,HBA,0-1,21595826.01,15960971.06,9261191.691,3228391.288,96081,11070,15605,97533,-1190213.471,6032800.403,97533,40560,-2.474004629,-1.727454427,0.523861334,0.287306459,0.264414365
